codigo,descricao
54000,Ministério do Turismo - Unidades com vínculo direto
54801,"Subsecretaria de Planejamento, Orçamento e Administração/MTUR"
54901,Fundo Geral de Turismo
55000,"Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome - Unidades com vínculo direto"
55001,Fundo Nacional de Assistência Social
55133,CODIGO INVALIDO
55801,"Secretaria de Planejamento, Orçamento e Administração/MDS"
55901,CODIGO INVALIDO
56000,Ministério das Cidades - Unidades com vínculo direto
56280,CODIGO INVALIDO
56801,"Subsecretaria de Planejamento, Orçamento e Administração/MICI"
56901,Fundo Nacional de Segurança e Educação de Trânsito
56902,Fundo Nacional de Habitação de Interesse Social
57000,"Ministério das Mulheres, Igualdade Racial, da Juventude e dos Direitos Humanos - Unidades com vínculo direto"
57202,CODIGO INVALIDO
57280,Empresa de Processamento de Dados da Previdência Social
58000,Ministério da Pesca e Aquicultura - Unidades com vínculo direto
59000,Conselho Nacional do Ministério Público - Unidades com vínculo direto
59904,CODIGO INVALIDO
60000,Gabinete da Vice-Presidência da República
61000,Secretaria de Assuntos Estratégicos
61201,Instituto de Pesquisa Econômica Aplicada
62000,Secretaria de Aviação Civil
62201,Agência Nacional de Aviação Civil
62901,Fundo Nacional de Aviação Civil
63000,Advocacia-Geral da União - Unidades com vínculo direto
64000,Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto
64901,Fundo Nacional para a Criança e o Adolescente
64902,Fundo Nacional do Idoso
65000,Ministério das Mulheres - Unidades com vínculo direto
66000,Controladoria-Geral da União
67000,Ministério da Igualdade Racial - Unidades com vínculo direto
68000,Ministério de Portos e Aeroportos - Unidades com vínculo direto
68201,Agência Nacional de Transportes Aquaviários
69000,"Ministério do Empreendedorismo, da Microempresa e da Empresa de Pequeno Porte - Unidades com vínculo direto"
71000,ENCARGOS FINANCEIROS DA UNIAO - Unidades com vínculo direto
71101,RECURSOS SOB SUPERVISAO DO MINISTERIO DA FAZENDA
71102,"RECURSOS SOB SUPERVISAO DO MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO"
71103,ENCARGOS FINANCEIROS DA UNIAO - PAGAMENTO DE SENTENCAS JUDICIAIS
71104,REMUNERACAO DE AGENTES FINANCEIROS - RECURSOS SOB SUPERVISAO DO MINISTERIO DA FAZENDA
71901,FUNDO CONTINGENTE DA EXTINTA RFFSA - RECURSOS SOB SUPERVISAO DO MINISTERIO DA FAZENDA
71902,Fundo Soberano do Brasil
71903,FUNDO SOCIAL - FS
71904,Fundo de Estabilidade do Seguro Rural
71905,Fundo de Garantia à Exportação
72131,CODIGO INVALIDO
73000,"TRANSFERENCIAS A ESTADOS, DISTRITO FEDERAL E MUNICIPIOS - Unidades com vínculo direto"
73101,RECURSOS SOB SUPERVISAO DO MINISTERIO DA FAZENDA
73104,RECURSOS SOB SUPERVISAO DO MINISTERIO DE MINAS E ENERGIA
73107,RECURSOS SOB SUPERVISAO DO MINISTERIO DA EDUCACAO
73108,TRANSFERENCIAS CONSTITUCIONAIS - RECURSOS SOB SUPERVISAO DO MINISTERIO DA FAZENDA
73109,RECURSOS SOB SUPERVISAO DO MINISTERIO DO ESPORTE
73111,RECURSOS SOB SUPERVISAO DO MINISTERIO DO MEIO AMBIENTE
73113,NAO SE APLICA
73901,FUNDO CONSTITUCIONAL DO DISTRITO FEDERAL - FCDF
74000,OPERACOES OFICIAIS DE CREDITO - Unidades com vínculo direto
74101,RECURSOS SOB A SUPERVISAO DA SECRETARIA DO TESOURO NACIONAL - MINISTERIO DA FAZENDA
74102,RECURSOS SOB SUPERVISAO DO MINISTERIO DA FAZENDA
74201,RECURSOS SOB SUPERVISAO DA SUPERINTENDENCIA DE SEGUROS PRIVADOS/SUSEP- MINISTERIO DA FAZENDA
74202,RECURSOS SOB SUPERVISAO DA AGENCIA NACIONAL DE SAUDE SUPLEMENTAR/ANS - MINISTERIO DA SAUDE
74203,RECURSOS SOB SUPERVISAO DO INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA/INCRA - MIN. DO DESEN
74204,RECURSOS SOB SUPERVISAO DA CAIXA DE CONSTRUCOES DE CASAS PARA O PESSOAL DA MARINHA - CCCPM
74205,RECURSOS SOB SUPERVISAO DA CAIXA DE FINANCIAMENTO IMOBILIARIO DA AERONAUTICA
74901,RECURSOS SOB SUPERVISAO DO FUNDO DE DEFESA DA ECONOMIA CAFEEIRA/FUNCAFE - MAPA
74902,RECURSOS SOB SUPERVISAO DO FUNDO DE FINANCIAMENTO AO ESTUDANTE DO ENSINO SUPERIOR/FIEES - MIN. DA ED
74904,RECURSOS SOB SUPERVISAO DO FUNDO DA MARINHA MERCANTE/FMM - MINISTERIO DOS TRANSPORTES
74905,RECURSOS SOB SUPERVISAO DO FUNDO PARA O DESENV. TECNOL. DAS TELECOMUNICACOES/FUNTTEL - MIN DAS COMUN
74906,RECURSOS SOB SUPERVISAO DO FUNDO DE TERRAS E DA REFORMA AGRARIA/BANCO DA TERRA - MIN. DO DESENV. AGR
74907,RECURSOS SOB SUPERVISAO DO MINISTERIO DA INTEGRACAO NACIONAL
74908,RECURSOS SOB SUPERVISAO DO FUNDO GERAL DE TURISMO/FUNGETUR - MINISTERIO DO TURISMO
74910,RECURSOS SOB SUPERVISAO DO FUNDO NACIONAL DE DESENV. CIENTIFICO E TECNOLOGICO/FNDCT - MIN CIENCIA E
74912,RECURSOS SOB SUPERVISAO DO FUNDO NACIONAL DE CULTURA
74913,CODIGO INVALIDO - Unidades com vínculo direto
74914,CODIGO INVALIDO - Unidades com vínculo direto
74915,CODIGO INVALIDO - Unidades com vínculo direto
74916,RECURSOS SOB SUPERVISAO DO FUNDO NACIONAL SOBRE MUDANCA DO CLIMA/FNMC - MINISTERIO DO MEIO AMBIENTE
74917,Fundo de Desenvolvimento da Amazônia
74918,Fundo de Desenvolvimento do Nordeste
74919,Fundo de Desenvolvimento do Centro-Oeste
75000,REFINANCIAMENTO DA DIVIDA PUBLICA MOBILIARIA FEDERAL - Unidades com vínculo direto
75101,CODIGO INVALIDO
76443,CODIGO INVALIDO
78787,TESTE
80000,"Entidades em extinção, dissolução ou privatização L.8029/90 - Unidades com vínculo direto"
80201,Superintendência do Desenvolvimento da Região Centro-Oeste
80202,Superintendência do Desenvolvimento da Região Sul - em extinção
80203,Departamento Nacional de Obras de Saneamento
80204,Instituto do Açúcar e do Álcool
80208,A Empresa de Portos do Brasil S.A. - em extinção
80210,Empresa Brasileira de Assistência Técnica e Extensão Rural
81000,Ministério dos Direitos Humanos e Cidadania - Unidades com vínculo direto
81901,Fundo Nacional para a Criança e o Adolescente
81902,Fundo Nacional do Idoso
82000,Ministério da Segurança Pública - Unidades com vínculo direto
83000,Ministério dos Povos Indígenas - Unidades com vínculo direto
83201,CODIGO INVALIDO
84000,Ministério dos Povos Indígenas - Unidades com vínculo direto
84201,CODIGO INVALIDO
90000,Reserva de Contingência
91000,Entidades que utilizam conta única - TCT - Unidades com vínculo direto
91001,Governo do Distrito Federal - DAR - Unidades com vínculo direto
91002,Prefeitura de São Luis - DAR - Unidades com vínculo direto
91010,Estatais do Ministério da Fazenda
91080,Estatais do Ministério das Minas e Energia
91081,Empresas de Energia
91082,Empresas de Telecomunicações
91083,Companhia Vale do Rio Doce
91084,Petrobrás - Holding
91090,Estatais do Ministério dos Transportes
91100,Justiças Estaduais - Processos Judiciais - Unidades com vínculo direto
91214,Autoridade Pública Olímpica
91700,Organismos Internacionais - Unidades com vínculo direto
91800,Organizações Sociais - Unidades com vínculo direto
91900,Empresa Privada - Unidades com vínculo direto
92001,Município de Goianésia - Unidades com vínculo direto
93000,Região Norte
93120,Estado do Acre
93220,Estado do Amapá
93259,CODIGO INVALIDO
93320,Estado do Amazonas
93420,Estado do Pará
93520,Estado de Rondônia
93620,Estado de Roraima
93720,Estado de Tocantins
94000,Região Nordeste
94120,Estado do Maranhão
94220,Estado do Piauí
94320,Estado do Ceará
94420,Estado do Rio Grande do Norte
94520,Estado da Paraíba
94620,Estado de Pernambuco
94720,Estado das Alagoas
94820,Estado de Sergipe
94920,Estado da Bahia
95000,Região Sudeste
95120,Estado de Minas Gerais
95220,Estado do Espírito Santo
95320,Estado do Rio de Janeiro
95420,Estado de São Paulo
96000,Região Sul
96120,Estado do Paraná
96220,Estado de Santa Catarina
96320,Estado do Rio Grande do Sul
96352,CODIGO INVALIDO
97000,Região Centro-Oeste
97120,Estado do Mato Grosso do Sul
97220,Estado do Mato Grosso
97320,Estado de Goiás
97400,Distrito Federal
99900,República Federativa do Brasil - Unidades com vínculo direto
